job_id,title,company,location,salary_min,salary_max,currency,posted_date,employment_type,remote_option,experience_required
IND-JOB-0466,Research Scientist,Tech Mahindra,Hyderabad,1584000,2574000,INR,2024-01-02,Full-time,No,8+ years
IND-JOB-0467,Senior Data Scientist,Meesho,Remote,1760000,2860000,INR,2024-11-03,Full-time,Yes,0-2 years
IND-JOB-0468,Data Engineer,Wipro,Mumbai,800000,1300000,INR,2024-11-15,Full-time,No,5-8 years
IND-JOB-0469,Data Scientist,Infosys,Ahmedabad,960000,1560000,INR,2024-01-06,Contract,Yes,8+ years
IND-JOB-0470,Backend Developer,TCS,Kolkata,720000,1170000,INR,2024-11-14,Full-time,No,2-5 years
IND-JOB-0471,Senior Data Engineer,Google India,Ahmedabad,1520000,2470000,INR,2024-03-02,Full-time,No,8+ years
IND-JOB-0472,Data Analyst,Zoho,Ahmedabad,480000,780000,INR,2024-01-03,Full-time,No,8+ years
IND-JOB-0473,Software Engineer,Unacademy,Noida,720000,1170000,INR,2024-04-21,Full-time,Yes,5-8 years
IND-JOB-0474,Backend Developer,Zoho,Ahmedabad,720000,1170000,INR,2024-06-19,Full-time,No,2-5 years
IND-JOB-0475,Data Engineer,Paytm,Gurgaon,800000,1300000,INR,2024-04-01,Full-time,No,8+ years
IND-JOB-0476,Full Stack Developer,Swiggy,Gurgaon,760000,1235000,INR,2024-04-06,Full-time,No,2-5 years
IND-JOB-0477,Senior Data Engineer,Zoho,Bangalore,1748000,2840500,INR,2024-04-19,Contract,No,2-5 years
IND-JOB-0478,ML Engineer,Microsoft India,Gurgaon,1040000,1690000,INR,2024-06-26,Full-time,Yes,0-2 years
IND-JOB-0479,AI Engineer,ShareChat,Chennai,1120000,1820000,INR,2024-10-19,Full-time,No,2-5 years
IND-JOB-0480,Research Scientist,Razorpay,Noida,1440000,2340000,INR,2024-05-06,Contract,No,0-2 years
IND-JOB-0481,Software Engineer,Byju's,Mumbai,720000,1170000,INR,2024-01-17,Contract,No,2-5 years
IND-JOB-0482,Research Scientist,Tech Mahindra,Chennai,1440000,2340000,INR,2024-12-06,Full-time,No,2-5 years
IND-JOB-0483,DevOps Engineer,ShareChat,Pune,880000,1430000,INR,2024-02-28,Full-time,Yes,5-8 years
IND-JOB-0484,AI Engineer,Meesho,Kolkata,1120000,1820000,INR,2024-10-04,Full-time,No,2-5 years
IND-JOB-0485,ML Engineer,PhonePe,Remote,1040000,1690000,INR,2024-08-21,Full-time,Yes,2-5 years
IND-JOB-0486,AI Engineer,Zoho,Gurgaon,1120000,1820000,INR,2024-06-08,Full-time,No,5-8 years
IND-JOB-0487,ML Engineer,Accenture India,Bangalore,1196000,1943500,INR,2024-12-19,Contract,Yes,0-2 years
IND-JOB-0488,ML Engineer,Byju's,Chennai,1040000,1690000,INR,2024-10-08,Full-time,Yes,2-5 years
IND-JOB-0489,Senior Data Scientist,Wipro,Mumbai,1760000,2860000,INR,2024-06-11,Full-time,No,0-2 years
IND-JOB-0490,AI Engineer,Meesho,Remote,1120000,1820000,INR,2024-12-11,Contract,Yes,0-2 years
IND-JOB-0491,Senior Data Engineer,Amazon India,Mumbai,1520000,2470000,INR,2024-12-03,Full-time,No,0-2 years
IND-JOB-0492,AI Engineer,TCS,Bangalore,1288000,2092999,INR,2024-07-15,Contract,Yes,8+ years
IND-JOB-0493,Backend Developer,Zomato,Chennai,720000,1170000,INR,2024-09-13,Full-time,Yes,2-5 years
IND-JOB-0494,ML Engineer,CRED,Hyderabad,1144000,1859000,INR,2024-01-10,Full-time,No,0-2 years
IND-JOB-0495,Data Scientist,Paytm,Pune,1056000,1716000,INR,2024-07-06,Full-time,No,0-2 years
IND-JOB-0496,Senior Data Scientist,Byju's,Gurgaon,1760000,2860000,INR,2024-08-23,Full-time,No,2-5 years
IND-JOB-0497,DevOps Engineer,PhonePe,Pune,880000,1430000,INR,2024-01-04,Full-time,No,2-5 years
IND-JOB-0498,Data Analyst,ShareChat,Noida,480000,780000,INR,2024-12-24,Full-time,No,5-8 years
IND-JOB-0499,Software Engineer,HCL,Bangalore,828000,1345500,INR,2024-07-19,Contract,No,5-8 years
IND-JOB-0500,Data Engineer,PhonePe,Hyderabad,880000,1430000,INR,2024-05-27,Contract,No,0-2 years
